"Year","Average population (1 January)","Live births","Deaths","Natural change","Crude birth rate (per 1000)","Crude death rate (per 1000)","Natural change (per 1000)","Total fertility rate[fn 1][24][27]","Infant mortality rate (per 1,000 live births)","Life expectancy at birth (males)","Life expectancy at birth (females)"
"1900","","885,200","818,900","66,300","22.7","21.0","1.7","2.80"
"1901","40,710,000","917,075","825,315","91,760","22.5","20.3","2.3","2.9028"
"1902","40,810,000","904,434","801,379","103,055","22.2","19.6","2.5","2.8530"
"1903","40,910,000","884,498","794,566","89,932","21.6","19.4","2.2","2.7840"
"1904","41,000,000","877,091","802,536","74,555","21.4","19.6","1.8","2.7483"
"1905","41,050,000","865,604","812,338","53,266","21.1","19.8","1.3","2.7059"
"1906","41,100,000","864,745","820,051","44,694","21.0","20.0","1.1","2.7000"
"1907","41,100,000","829,632","830,871","-1,239","20.2","20.2","-0.0","2.5755"
"1908","41,190,000","848,982","784,415","64,567","20.6","19.0","1.6","2.6363"
"1909","41,240,000","824,739","792,798","31,941","20.0","19.2","0.8","2.5573"
"1910","41,350,000","828,140","737,877","90,263","20.0","17.8","2.2","2.5705"
"1911","41,420,000","793,506","813,653","-20,147","19.2","19.6","-0.5","2.4620"
"1912","41,530,000","801,642","726,848","74,794","19.3","17.5","1.8","2.4853"
"1913","41,620,000","795,851","736,937","58,914","19.1","17.7","1.4","2.4680"
"1914","41,630,000","757,931","774,931","-17,000","18.2","18.6","-0.4","2.3354"
"1915","40,620,000","482,968","747,968","-265,000","11.9","18.4","-6.5","1.5194"
"1916","40,020,000","384,676","697,676","-313,000","9.6","17.4","-7.8","1.2304"
"1917","39,420,000","412,744","712,744","-300,000","10.5","18.1","-7.6","1.3419"
"1918","38,670,000","472,816","867,816","-395,000","12.2","22.4","-10.2","1.5593"
"1919","38,600,000","506,960","739,901","-232,941","13.1","19.2","-6.0","1.5907"
"1920","38,900,000","838,137","675,676","162,461","21.5","17.4","4.2","2.6946"
"1921","39,140,000","816,555","697,904","118,651","20.9","17.8","3.0","2.6014"
"1922","39,310,000","764,373","692,322","72,051","19.4","17.6","1.8","2.4230"
"1923","39,750,000","765,888","670,326","95,562","19.3","16.9","2.4","2.4067"
"1924","40,170,000","757,873","683,296","74,577","18.9","17.0","1.9","2.3561"
"1925","40,460,000","774,455","712,211","62,244","19.1","17.6","1.5","2.3884"
"1926","40,710,000","771,690","716,966","54,724","19.0","17.6","1.3","2.3680"
"1927","40,770,000","748,102","679,809","68,293","18.3","16.7","1.7","2.2895"
"1928","40,880,000","753,570","678,269","75,301","18.4","16.6","1.8","2.3052"
"1929","41,020,000","734,140","742,732","-8,592","17.9","18.1","-0.2","2.2412"
"1930","41,340,000","754,020","652,953","101,067","18.2","15.8","2.4","2.2953"
"1931","41,550,000","737,611","682,816","54,795","17.8","16.4","1.3","2.2470"
"1932","41,510,000","726,299","663,705","62,594","17.5","16.0","1.5","2.2258"
"1933","41,520,000","682,394","664,133","18,261","16.4","16.0","0.4","2.1110"
"1934","41,570,000","681,518","637,713","43,805","16.4","15.3","1.1","2.1406"
"1935","41,550,000","643,870","661,722","-17,852","15.5","15.9","-0.4","2.0696"
"1936","41,500,000","634,344","645,844","-11,500","15.3","15.6","-0.3","2.0919"
"1937","41,530,000","621,453","632,896","-11,443","15.0","15.2","-0.3","2.0989"
"1938","41,560,000","615,582","650,832","-35,250","14.8","15.7","-0.8","2.1276"
"1939","41,510,000","615,599","645,677","-30,078","14.8","15.6","-0.7","2.1662"
"1940","40,690,000","561,281","740,281","-179,000","13.8","18.2","-4.4","2.0025"
"1941","39,420,000","522,261","675,261","-153,000","13.2","17.1","-3.9","1.8535"
"1942","39,220,000","575,261","656,261","-81,000","14.7","16.7","-2.1","2.0425"
"1943","38,860,000","615,780","626,780","-11,000","15.8","16.1","-0.3","2.1864"
"1944","38,770,000","629,878","666,878","-37,000","16.2","17.2","-1.0","2.2494"
"1945","39,660,000","645,899","643,899","2,000","16.3","16.2","0.1","2.3102"
"1946","40,287,000","843,904","545,880","298,024","20.9","13.5","7.4","2.9979","77.8","59.9","65.2"
"1947","40,679,000","870,472","538,157","332,315","21.4","13.2","8.2","3.0366","71.1","61.2","66.7"
"1948","41,112,000","870,836","513,210","357,626","21.2","12.5","8.7","3.0195","55.9","62.7","68.8"
"1949","41,480,000","872,661","573,598","299,063","21.0","13.8","7.2","3.0044","60.3","62.2","67.6"
"1950","41,829,000","862,310","534,480","327,830","20.6","12.8","7.8","2.9466","52.0","63.4","69.2"
"1951","42,156,000","826,722","565,829","260,893","19.6","13.4","6.2","2.8056","50.8","63.1","68.9"
"1952","42,460,000","822,204","524,831","297,373","19.4","12.4","7.0","2.7772","45.2","64.4","70.2"
"1953","42,752,000","804,696","556,983","247,713","18.8","13.0","5.8","2.7038","41.9","64.3","70.3"
"1954","43,057,000","810,754","518,892","291,862","18.8","12.1","6.8","2.7142","40.7","65.0","71.2"
"1955","43,428,000","805,917","526,322","279,595","18.6","12.1","6.4","2.6835","38.6","65.2","71.5"
"1956","43,843,000","806,916","545,700","261,216","18.4","12.4","6.0","2.6735","36.2","65.2","71.7"
"1957","44,311,000","816,467","532,107","284,360","18.4","12.0","6.4","2.6947","33.8","65.5","72.2"
"1958","44,789,000","812,215","500,596","311,619","18.1","11.2","7.0","2.6835","31.4","66.8","73.4"
"1959","45,240,000","829,249","509,114","320,135","18.3","11.3","7.1","2.7521","29.6","66.8","73.2"
"1960","45,684,000","819,819","520,960","298,859","17.9","11.4","6.5","2.7396","27.4","67.0","73.6"
"1961","46,163,000","838,633","500,289","338,344","18.2","10.8","7.3","2.8242","25.7","67.5","74.4"
"1962","46,998,000","832,353","541,147","291,206","17.7","11.5","6.2","2.7957","25.7","67.0","73.9"
"1963","47,816,000","868,876","557,852","311,024","18.2","11.7","6.5","2.8962","25.6","66.8","73.8"
"1964","48,310,000","877,804","520,033","357,771","18.2","10.8","7.4","2.9149","23.4","67.7","74.8"
"1965","48,758,000","865,688","543,696","321,992","17.8","11.2","6.6","2.8492","21.9","67.5","74.7"
"1966","49,164,000","863,527","528,782","334,745","17.6","10.8","6.8","2.8008","21.7","67.8","75.2"
"1967","49,548,000","840,568","543,033","297,535","17.0","11.0","6.0","2.6711","20.7","67.8","75.2"
"1968","49,915,000","835,796","553,441","282,355","16.7","11.1","5.7","2.5880","20.4","67.8","75.2"
"1969","50,318,000","842,245","573,335","268,910","16.7","11.4","5.3","2.5343","19.6","67.4","75.1"
"1970","50,772,000","850,381","542,277","308,104","16.7","10.7","6.1","2.4803","18.2","68.4","75.9"
"1971","51,251,000","881,284","554,151","327,133","17.2","10.8","6.4","2.4972","17.2","68.3","75.9"
"1972","51,701,000","877,506","549,900","327,606","17.0","10.6","6.3","2.4187","16.0","68.5","76.2"
"1973","52,118,000","857,186","558,782","298,404","16.4","10.7","5.7","2.3086","15.4","68.7","76.3"
"1974","52,460,000","801,218","552,551","248,667","15.3","10.5","4.7","2.1123","14.6","68.9","76.7"
"1975","52,699,000","745,065","560,353","184,712","14.1","10.6","3.5","1.9272","13.8","69.0","76.9"
"1976","52,909,000","720,395","557,114","163,281","13.6","10.5","3.1","1.8290","12.5","69.2","77.2"
"1977","53,145,000","744,744","536,221","208,523","14.0","10.1","3.9","1.8619","11.4","69.7","77.8"
"1978","53,376,000","737,062","546,916","190,146","13.8","10.2","3.6","1.8215","10.7","69.8","77.9"
"1979","53,606,000","757,354","541,805","215,549","14.1","10.1","4.0","1.8553","10.0","70.1","78.3"
"1980","53,880,000","800,376","547,107","253,269","14.9","10.2","4.7","1.9450","10.0","70.2","78.4"
"1981","54,182,000","805,483","554,823","250,660","14.9","10.2","4.6","1.9455","9.7","70.4","78.5"
"1982","54,492,000","797,223","543,104","254,119","14.6","10.0","4.7","1.9123","9.5","70.7","78.9"
"1983","54,772,000","748,525","559,655","188,870","13.7","10.2","3.4","1.7844","9.1","70.7","78.8"
"1984","55,026,000","759,939","542,490","217,449","13.8","9.9","4.0","1.802","8.3","71.2","79.3"
"1985","55,284,000","768,431","552,496","215,935","13.9","10.0","3.9","1.814","8.3","71.3","79.4"
"1986","55,577,000","778,468","546,926","231,542","14.0","9.8","4.2","1.831","8.0","71.5","79.7"
"1987","55,824,000","767,828","527,466","240,362","13.8","9.4","4.3","1.801","7.8","72.0","80.3"
"1988","56,118,000","771,268","524,600","246,668","13.7","9.3","4.4","1.805","7.8","72.3","80.5"
"1989","56,423,000","765,473","529,283","236,190","13.6","9.4","4.2","1.788","7.5","72.5","80.6"
"1990","56,709,000","762,407","526,201","236,206","13.4","9.3","4.2","1.778","7.3","72.7","81.0"
"1991","56,976,000","759,056","524,685","234,371","13.3","9.2","4.1","1.770","7.3","72.9","81.2"
"1992","57,240,000","743,658","521,530","222,128","13.0","9.1","3.9","1.733","6.8","73.2","81.5"
"1993","57,467,000","711,610","532,263","179,347","12.4","9.3","3.1","1.660","6.5","73.3","81.5"
"1994","57,659,000","710,993","519,965","191,028","12.3","9.0","3.3","1.663","5.9","73.6","81.8"
"1995","57,844,000","729,609","531,618","197,991","12.6","9.2","3.4","1.713","4.9","73.8","81.9"
"1996","58,026,000","734,338","535,775","198,563","12.7","9.2","3.4","1.733","4.8","74.1","82.0"
"1997","58,207,000","726,768","530,319","196,449","12.5","9.1","3.4","1.726","4.7","74.5","82.3"
"1998","58,398,000","738,080","534,005","204,075","12.6","9.1","3.5","1.764","4.6","74.7","82.4"
"1999","58,661,000","744,791","537,661","207,130","12.7","9.2","3.5","1.791","4.3","74.9","82.5"
"2000","59,049,000","774,782","530,864","243,918","13.1","9.0","4.1","1.874","4.4","75.2","82.8"
"2001","59,477,000","770,945","531,073","239,872","13.0","8.9","4.0","1.877","4.5","75.4","82.9"
"2002","59,894,000","761,630","535,144","226,486","12.7","8.9","3.8","1.864","4.1","75.7","83.0"
"2003","60,304,000","761,464","552,339","209,125","12.6","9.2","3.5","1.874","4.0","75.8","82.9"
"2004","60,734,000","767,816","509,429","258,387","12.6","8.4","4.3","1.898","3.9","76.7","83.8"
"2005","61,182,000","774,355","527,533","246,822","12.7","8.6","4.0","1.920","3.6","76.7","83.8"
"2006","61,598,000","796,896","516,416","280,480","12.9","8.4","4.6","1.980","3.6","77.1","84.2"
"2007","61,965,000","785,985","521,016","264,969","12.7","8.4","4.3","1.959","3.6","77.4","84.4"
"2008","62,301,000","796,044","532,131","263,913","12.8","8.5","4.2","1.990","3.6","77.6","84.3"
"2009","62,616,000","793,420","538,166","255,254","12.7","8.6","4.1","1.989","3.7","77.7","84.4"
"2010","62,765,000","802,224","540,469","261,755","12.8","8.6","4.2","2.016","3.6","78.0","84.6"
"2011","63,070,000","792,996","534,795","258,201","12.5","8.5","4.0","1.996","3.5","78.4","85.0"
"2012","63,375,000","790,290","559,227","231,063","12.4","8.8","3.6","1.992","3.5","78.5","84.8"
